Gene,Intercept_coef,Intercept_pval,Organ_SP_coef,Organ_SP_pval,IL17_coef,IL17_pval,Organ_SP:IL17_coef,Organ_SP:IL17_pval,EPO_coef,EPO_pval,Organ_SP:EPO_coef,Organ_SP:EPO_pval,IL17:EPO_coef,IL17:EPO_pval,Organ_SP:IL17:EPO_coef,Organ_SP:IL17:EPO_pval,Organ_SP_fold_change,IL17_fold_change,EPO_fold_change,model_0_lrt_stat,model_0_lrt_pval,model_1_lrt_stat,model_1_lrt_pval,model_2_lrt_stat,model_2_lrt_pval,model_3_lrt_stat,model_3_lrt_pval,model_4_lrt_stat,model_4_lrt_pval,model_5_lrt_stat,model_5_lrt_pval,model_6_lrt_stat,model_6_lrt_pval,model_0_lrt_pval_corrected,model_1_lrt_pval_corrected,model_2_lrt_pval_corrected,model_3_lrt_pval_corrected,model_4_lrt_pval_corrected,model_5_lrt_pval_corrected,model_6_lrt_pval_corrected,Significant_In_Any_Model,Significance_Type,Significant_In_Models,Number_of_Models_Significant,Cellstate
Fzd7,0.1967474031448353,0.0040518336583084,0.1481474330386118,0.0885542500096734,0.3440764832496564,0.0001449777512092,-0.4139811270636928,0.0003474536864391,-0.0471218680286206,0.5559927230872699,-0.1564085118845183,0.1141181677517163,-0.3023589391065106,0.0038665693882681,0.4507079160209283,0.0005698779483385,1.1596838594750902,1.4106865252714451,0.9539711319247728,15.605689629268454,0.0035965872437148,13.16219847037064,0.0013863245602336,40.393735732057394,3.5882560571464896e-08,22.383663761422213,0.000168080811871,11.925215773795571,0.0025731926188626,11.876871462129202,0.0005683533119307,14.3460676524046,0.0007669922766516,0.0250135144928777,0.0113680166374274,9.516741263914016e-07,0.0018502786546723,0.0189679057682158,0.0053064908801161,0.0068812231612802,True,Shared,"Epo, IL-17, Organ, IL-17, Epo triple interaction, Organ and Epo interaction",4,CEP-1
Ptma,8.634783445994096,0.0,0.0770730638243373,0.0002345713558278,-0.1552414385476339,1.1006675034908682e-12,0.0861234404171775,0.0020042165946972,-0.0107690753952842,0.5763825026780037,0.018300786281477,0.4427756657211407,0.1006699349526149,6.515166248024583e-05,-0.0235936088243553,0.4539498528395663,1.0801209912800234,0.8562084308063033,0.9892887035027148,433.2623128435839,1.803039443322284e-92,27.64497888092842,9.93045413348392e-07,75.45609603484763,1.5956680201826796e-15,85.67709764952542,1.089709663069083e-17,32.525935632106666,8.651328802216893e-08,0.5616522009356686,0.4535953106880335,0.6561540234497443,0.7203075454427315,2.164445398625588e-89,1.93959338504612e-05,1.1898776182679946e-13,1.001206643633121e-15,2.1171418436798184e-06,0.7053461874692136,0.870181238941274,True,Shared,"Organ, Organ and IL-17 interaction, Epo, IL-17, IL-17 and Epo dual interaction",5,CEP-1
Suco,2.2673023684819795,2.768547976188352e-45,-0.0185704201688034,0.9274721494680328,0.1129970077673703,0.5946989251694815,0.1522076113828669,0.5749518766469695,-0.6746760655576828,0.0003249305906198,0.5936103552585238,0.0105656164273147,0.3790300566584708,0.1225614773351925,-0.7590783778094514,0.0133493413709783,0.9816009476534234,1.1196285827543953,0.5093213806253841,27.5769690052548,1.5193608699101958e-05,18.323878505085304,0.0001049591582478,30.721278378103307,3.489469676671136e-06,21.20613732489801,0.000288216374532,6.656102632990951,0.035862922505027,6.128369120804564,0.0133029528890855,7.22429568485677,0.0269938061153913,0.0002240850723482,0.0012299318740626,6.0521884418189785e-05,0.0029575701314258,0.1483272649689702,0.0707792873072051,0.1205069463154156,True,Shared,"Organ, Organ and IL-17 interaction, Epo, IL-17",4,CEP-1
Nop10,6.118937454223515,0.0,-0.0044037367086026,0.9406911314118512,-0.3339248323439639,5.983928526771826e-08,0.2181065814036454,0.0056104014640269,-0.1710458504599828,0.0016832083576133,0.0248376096402243,0.7123265328324594,0.0187534714753114,0.7922950704128493,-0.0783781903965648,0.3785337395261432,0.9956059455220178,0.7161076083345801,0.8427829306006963,54.46527254703688,4.2050171540239556e-11,19.010784333111587,7.444930257639813e-05,67.26935458613843,8.553746917478723e-14,178.8869305420485,1.292926342902927e-37,1.3186301376154006,0.5172054633555825,0.7766602757947112,0.3781644962447125,0.9844001413002844,0.6112800543994501,1.8328618520101918e-09,0.0009107415769732,5.168029913582627e-12,3.978030139149269e-35,0.7508912081367655,0.6452720859026346,0.8103663222750789,True,Shared,"Organ, Organ and IL-17 interaction, Epo, IL-17",4,CEP-1
Zcchc16,0.1502808396021489,0.0152659479404393,0.3544849269637588,6.689897907289076e-06,-0.0754776374498972,0.3570192055145821,0.4285728540863181,4.270924638433192e-05,-0.1045877836774567,0.1486846654186797,-0.2823296747287516,0.001623600525413,0.035596176248106,0.7070370623885844,-0.4005673487759363,0.0007142624164,1.4254462562322037,0.9273004671052926,0.9006957275531785,157.60504279420277,4.7699783786568665e-33,17.002984342145282,0.0002031649858023,298.53284365626314,2.245321896436759e-63,31.00439150807324,3.0550875555964595e-06,26.53660573463821,1.728419990045966e-06,11.45706389512634,0.0007122274201532,87.20003422602531,1.1607886605326061e-19,1.1800378605875215e-30,0.0021814021136872,1.6279028367363815e-60,5.3597243994648286e-05,3.205039519146517e-05,0.00645873403041,1.2630174033405817e-17,True,Shared,"Organ, Organ and IL-17 interaction, Epo, IL-17, IL-17 and Epo dual interaction, Organ, IL-17, Epo triple interaction, Organ and Epo interaction",7,CEP-1
Zfp704,1.8966172520319315,9.037493718149981e-29,0.3936679717882176,0.069083394699869,0.2307688744863329,0.3060077390935029,-0.5032108659634007,0.0807074274322443,-0.0958797532985277,0.630339768702288,-0.6448117700247293,0.0088852512180876,-0.2543275611225388,0.3290202421505538,0.99423470387182,0.0022645418859447,1.4824082655877846,1.2595680874829855,0.9085732624381708,14.453982853374328,0.0059785869161189,13.52045490697492,0.0011589655331703,30.607546739458485,3.680813414601363e-06,39.89860413573115,4.542529464698345e-08,15.303091736248462,0.0004753087960877,9.32804789403599,0.0022567263785901,9.546875735424692,0.0084512757919616,0.0377962517574584,0.0097818774893344,6.344984084534228e-05,1.178723618396406e-06,0.0045604608505137,0.0170364229407239,0.0498077724280061,True,Shared,"Organ and IL-17 interaction, Epo, IL-17, IL-17 and Epo dual interaction",4,CEP-1
Fabp5,4.56229656855262,0.0,-0.0778060811334595,0.4570224844498148,-0.4758858935037306,1.2439506821583464e-05,0.5056785565191115,0.0002798142735717,0.6209596751740861,1.104215718613942e-10,0.4103786917497357,0.0005667517862739,0.6381318167076521,3.9822219964967227e-07,-0.4238353244474133,0.0070543270002943,0.925143811989274,0.621334376491351,1.860712865226877,134.90876449096868,3.470046273427334e-28,14.449225318996469,0.0007284346366897,817.3690869659877,1.3274173978798346e-175,68.23029452019,5.3638211653789e-14,30.814399600727484,2.035814227357058e-07,7.265540461692581,0.0070290113750206,11.904221648879684,0.0026003458477386,6.722250753022842e-26,0.0065820685020825,5.717811399679216e-172,3.314569894322369e-12,4.575708054839634e-06,0.0431200770171396,0.0191353155856052,True,Shared,"Organ, Organ and IL-17 interaction, Epo, IL-17, IL-17 and Epo dual interaction",5,CEP-1
Tmem56,3.56769180933636,6.341179274055347e-129,0.1648273795289676,0.3797979472013449,0.7563085766634129,0.0001083578810493,-0.3865313770656756,0.1216046186182297,-0.6394382053055153,0.0002126937866007,0.6956922874758344,0.0011247379133053,0.0111876758922439,0.9604849332602516,-0.0796742380405464,0.7776983755334063,1.1791895488863713,2.130397488570551,0.5275887373551479,95.55642252224789,8.677854505720595e-20,14.96066237922787,0.0005640705703193,32.51024479069747,1.504555058754972e-06,86.22619356678479,8.332733953879619e-18,0.1664094548686989,0.9201627453772248,0.0798336076040868,0.77752302727853,21.749250457556627,1.893260047845424e-05,9.657344253653525e-18,0.0052732280930391,2.826425174126484e-05,7.723811509376493e-16,0.9655409462589892,0.8991743654196295,0.0002725629215687,True,Shared,"Organ, Organ and IL-17 interaction, Epo, IL-17, Organ and Epo interaction",5,CEP-1
Ttc39b,0.7160560957590789,2.381057058331962e-10,-0.2344155487336824,0.1026963928184027,-0.1185657576719907,0.4278494697465976,0.3094736921549103,0.1053686329214229,0.0434563613540189,0.7422823212762543,0.0359458922753603,0.8259568390741762,-0.130725021835118,0.4494282057562691,0.0820936789351777,0.7039040015021374,0.7910330348121164,0.8881934082056554,1.0444144164865774,18.696719287607262,0.0009014268824325,17.746599282465468,0.0001400796118043,1.5309714798240748,0.8211414613640653,19.17968372126052,0.0007245595289441,0.7140880287006439,0.6997416983805618,0.144675572795677,0.7036764043112469,0.7484610802275711,0.6878183238345941,0.0079118765815515,0.0015827202181145,0.9209451153172376,0.0065559102066779,0.8593502322251008,0.8614292267833504,0.853224837166571,True,Shared,"Organ, Organ and IL-17 interaction, IL-17",3,CEP-1
Alg6,1.9953213008244943,3.10253327664554e-36,-0.222772423999549,0.2694298330248217,-0.2199948807556973,0.2948151538641171,0.6445682327038159,0.016315469603187,-0.6401683330264009,0.0005615806627076,0.9084158143015808,7.584437184647013e-05,0.9250151723500092,0.0001382679680673,-1.2054117211609685,7.070669784373326e-05,0.8002969569527384,0.8025229062627784,0.5272036707837731,47.84159523847484,1.0183370139562123e-09,21.49352913744224,2.151490582803112e-05,19.16040446521947,0.0007309118514415,44.9989322423753,3.977992990657575e-09,16.899069319362752,0.0002139999750178,15.792190389856842,7.069370492431148e-05,17.8994845510897,0.0001297706007937,3.5708775011501606e-08,0.0003046883440405,0.006600308613807,1.2454919783241436e-07,0.0022843405496549,0.0008709098133399,0.0014822510972267,True,Shared,"Organ, Organ and IL-17 interaction, Epo, IL-17, IL-17 and Epo dual interaction, Organ, IL-17, Epo triple interaction, Organ and Epo interaction",7,CEP-1
